task_id,activity_name,building,level,axis,discipline,activity_type,is_outdoor,planned_start,planned_finish,planned_duration_days,predecessor_count,is_critical_path,float_days,contractor_id,contractor_avg_delay_days,contract_type,season,material_delivery_status,crew_size,open_rfi_count,open_ncr_count,pending_submittal_count,actual_finish_date,delay_days,delay_category
ACT-00814,Formwork,A1,U00,C,Other,Construction,1,2024-01-30,2024-02-01,2,1,0,7,Vendor_C,2.8,Lump Sum,Winter,Delivered,24,2,0,1,2024-02-08,6.7,Mild
ACT-00815,Concrete Pouring,A1,U00,C,Civil,Construction,1,2024-12-17,2024-12-31,14,1,1,0,Vendor_D,3.6,Lump Sum,Winter,Delivered,16,4,0,1,2025-01-12,11.5,Moderate
ACT-00816,Backfilling & Compaction,A1,U00,C,Other,Construction,1,2025-07-02,2025-07-20,18,1,0,4,Vendor_A,0.7,Lump Sum,Summer,Delivered,9,0,0,1,2025-07-17,-3.4,On Time
ACT-00817,Excavation,A1,U00,D,Civil,Construction,1,2024-11-26,2024-12-08,12,4,0,29,Vendor_A,-1.9,Lump Sum,Autumn,Delivered,16,2,0,1,2024-12-07,-1.0,On Time
ACT-00818,Lean Concrete,A1,U00,D,Civil,Construction,1,2024-04-16,2024-04-26,10,4,0,12,Vendor_C,1.3,Time & Material,Spring,In Transit,8,1,0,0,2024-05-03,6.9,Mild
ACT-00819,Piling Head Chipping,A1,U00,D,Other,Construction,1,2025-05-02,2025-05-16,14,3,0,2,Vendor_C,1.6,Lump Sum,Spring,Delivered,20,1,0,1,2025-05-20,4.2,On Time
ACT-00820,Reinforcement,A1,U00,D,Civil,Construction,1,2024-06-05,2024-06-09,4,6,0,8,Vendor_D,4.0,Lump Sum,Summer,Not Ordered,14,2,1,1,2024-06-22,13.3,Moderate
ACT-00821,Embedded,A1,U00,D,Other,Construction,1,2024-02-08,2024-02-16,8,5,0,15,Vendor_B,-0.7,Lump Sum,Winter,Delivered,24,0,0,1,2024-02-18,1.8,On Time
ACT-00822,Formwork,A1,U00,D,Other,Construction,1,2024-09-03,2024-09-10,7,6,1,0,Vendor_A,-1.3,Time & Material,Autumn,In Transit,11,2,0,0,2024-09-18,7.6,Mild
ACT-00823,Concrete Pouring,A1,U00,D,Civil,Construction,1,2024-03-09,2024-03-21,12,2,0,6,Vendor_E,9.0,Lump Sum,Spring,In Transit,24,2,0,0,2024-04-02,11.6,Moderate
ACT-00824,Backfilling & Compaction,A1,U00,D,Other,Construction,1,2024-03-17,2024-03-19,2,4,0,10,Vendor_G,15.4,Lump Sum,Spring,Delivered,6,1,0,1,2024-04-07,19.3,Severe
ACT-00825,Excavation,A1,U00,E,Civil,Construction,1,2024-09-21,2024-09-23,2,6,0,14,Vendor_C,1.4,Lump Sum,Autumn,In Transit,8,1,0,1,2024-09-26,2.8,On Time
ACT-00826,Lean Concrete,A1,U00,E,Civil,Construction,1,2024-12-10,2024-12-20,10,6,0,7,Vendor_D,5.9,Lump Sum,Winter,Delivered,15,3,0,0,2024-12-26,6.3,Mild
ACT-00827,Piling Head Chipping,A1,U00,E,Other,Construction,1,2025-05-17,2025-06-02,16,2,1,0,Vendor_D,2.5,Unit Price,Spring,Delivered,19,0,0,0,2025-06-04,1.7,On Time
ACT-00828,Reinforcement,A1,U00,E,Civil,Construction,1,2025-01-29,2025-02-01,3,5,1,0,Vendor_D,5.3,Unit Price,Winter,Delivered,6,1,0,1,2025-02-17,16.1,Moderate
ACT-00829,Embedded,A1,U00,E,Other,Construction,1,2025-04-14,2025-04-27,13,5,0,8,Vendor_F,10.8,Unit Price,Spring,In Transit,9,1,0,0,2025-05-02,5.2,Mild
ACT-00830,Formwork,A1,U00,E,Other,Construction,1,2024-08-24,2024-08-29,5,4,0,1,Vendor_E,8.0,Time & Material,Summer,Delivered,8,1,2,2,2024-09-14,15.9,Moderate
ACT-00831,Concrete Pouring,A1,U00,E,Civil,Construction,1,2024-07-05,2024-07-08,3,2,0,2,Vendor_E,7.8,Lump Sum,Summer,Delivered,10,3,2,0,2024-07-21,13.0,Moderate
ACT-00832,Backfilling & Compaction,A1,U00,E,Other,Construction,1,2024-11-30,2024-12-07,7,6,0,12,Vendor_A,0.4,Unit Price,Autumn,Delivered,9,1,1,0,2024-12-13,5.5,Mild
ACT-00833,Foundations,A1,U00,F,Civil,Construction,1,2025-01-24,2025-02-06,13,1,0,1,Vendor_A,-2.1,Lump Sum,Winter,Delivered,18,3,1,1,2025-02-10,4.1,On Time
ACT-00834,Excavation,A1,U00,B,Civil,Construction,1,2024-11-16,2024-11-24,8,1,0,3,Vendor_D,3.2,Unit Price,Autumn,Delivered,9,1,1,0,2024-11-28,4.5,On Time
ACT-00835,Lean Concrete,A1,U00,B,Civil,Construction,1,2024-06-05,2024-06-14,9,6,0,5,Vendor_D,4.9,Time & Material,Summer,Delivered,16,2,1,1,2024-06-26,12.0,Moderate
ACT-00836,Reinforcement,A1,U00,B,Civil,Construction,1,2024-08-01,2024-08-05,4,4,0,10,Vendor_E,6.4,Time & Material,Summer,Delivered,5,1,0,0,2024-08-15,9.8,Mild
ACT-00837,Formwork,A1,U00,B,Other,Construction,1,2024-09-13,2024-09-30,17,2,0,2,Vendor_A,-0.2,Unit Price,Autumn,Delivered,22,0,1,1,2024-09-30,0.4,On Time
ACT-00838,Concrete,A1,U00,B,Civil,Construction,1,2024-01-22,2024-01-28,6,4,0,18,Vendor_D,4.9,Time & Material,Winter,Delivered,7,2,0,1,2024-02-07,9.9,Mild
ACT-00839,Backfilling,A1,U00,B,Other,Construction,1,2025-05-04,2025-05-06,2,1,0,15,Vendor_C,2.3,Unit Price,Spring,Delivered,22,2,0,0,2025-05-08,2.2,On Time
ACT-00840,Excavation,A1,U00,A,Civil,Construction,1,2024-10-17,2024-11-07,21,5,0,26,Vendor_F,10.3,Time & Material,Autumn,Delivered,20,1,0,0,2024-11-22,14.6,Moderate
ACT-00841,Lean Concrete,A1,U00,A,Civil,Construction,1,2025-02-23,2025-03-05,10,4,0,0,Vendor_B,0.5,Time & Material,Winter,In Transit,24,3,0,1,2025-03-16,11.3,Moderate
ACT-00842,Reinforcement,A1,U00,A,Civil,Construction,1,2024-04-16,2024-04-30,14,1,0,11,Vendor_B,0.3,Lump Sum,Spring,Delivered,11,3,0,1,2024-04-30,0.1,On Time
ACT-00843,Formwork,A1,U00,A,Other,Construction,1,2024-11-10,2024-11-30,20,5,1,0,Vendor_A,0.7,Lump Sum,Autumn,Delivered,19,1,1,0,2024-12-04,4.0,On Time
ACT-00844,Concrete,A1,U00,A,Civil,Construction,1,2025-05-29,2025-06-08,10,6,0,15,Vendor_C,1.7,Lump Sum,Spring,In Transit,23,2,1,2,2025-06-18,10.1,Mild
ACT-00845,Backfilling,A1,U00,A,Other,Construction,1,2024-05-09,2024-06-01,23,4,1,0,Vendor_F,10.3,Lump Sum,Spring,Delivered,18,0,1,1,2024-06-17,15.8,Moderate
ACT-00846,Excavation,A1,U00,C,Civil,Construction,1,2024-07-19,2024-08-05,17,4,1,0,Vendor_E,8.5,Lump Sum,Summer,Delivered,9,2,2,3,2024-08-15,9.8,Mild
ACT-00847,Lean Concrete,A1,U00,C,Civil,Construction,1,2024-08-11,2024-08-14,3,1,0,4,Vendor_E,6.6,Lump Sum,Summer,Delivered,19,1,0,0,2024-08-22,8.5,Mild
ACT-00848,Reinforcement,A1,U00,C,Civil,Construction,1,2024-08-08,2024-08-17,9,1,0,6,Vendor_A,0.8,Lump Sum,Summer,Not Ordered,5,0,0,1,2024-08-24,6.6,Mild
ACT-00849,Formwork,A1,U00,C,Other,Construction,1,2024-12-04,2024-12-08,4,5,0,7,Vendor_C,0.4,Lump Sum,Winter,Delivered,18,1,0,0,2024-12-12,3.5,On Time
ACT-00850,Concrete,A1,U00,C,Civil,Construction,1,2024-08-14,2024-09-07,24,3,0,3,Vendor_F,12.8,Lump Sum,Summer,Delivered,9,1,0,0,2024-09-16,9.1,Mild
ACT-00851,Backfilling,A1,U00,C,Other,Construction,1,2025-01-12,2025-01-19,7,5,1,0,Vendor_F,11.0,Time & Material,Winter,Delivered,6,3,0,0,2025-02-16,28.1,Severe
ACT-00852,Excavation,A1,U00,D,Civil,Construction,1,2024-10-02,2024-10-08,6,4,1,0,Vendor_G,15.6,Unit Price,Autumn,Delivered,16,0,1,1,2024-10-22,13.9,Moderate
ACT-00853,Lean Concrete,A1,U00,D,Civil,Construction,1,2024-04-09,2024-04-17,8,4,1,0,Vendor_D,6.2,Time & Material,Spring,Delivered,5,2,0,0,2024-04-28,10.8,Mild
ACT-00854,Reinforcement,A1,U00,D,Civil,Construction,1,2025-06-10,2025-06-22,12,4,0,6,Vendor_A,-1.3,Time & Material,Summer,Delivered,23,3,1,0,2025-06-26,4.5,On Time
ACT-00855,Formwork,A1,U00,D,Other,Construction,1,2024-05-23,2024-06-09,17,6,0,7,Vendor_F,10.0,Unit Price,Spring,In Transit,11,0,0,1,2024-06-21,11.9,Moderate
ACT-00856,Concrete,A1,U00,D,Civil,Construction,1,2024-11-13,2024-11-17,4,1,0,37,Vendor_G,15.9,Unit Price,Autumn,Delivered,17,0,0,0,2024-12-07,20.3,Severe
ACT-00857,Backfilling,A1,U00,D,Other,Construction,1,2024-02-16,2024-02-17,1,4,0,4,Vendor_G,16.6,Lump Sum,Winter,Ordered,19,2,0,1,2024-03-13,25.4,Severe
ACT-00858,Excavation,A1,U00,E,Civil,Construction,1,2025-05-25,2025-05-28,3,4,0,8,Vendor_E,7.4,Lump Sum,Spring,Delivered,9,0,0,1,2025-06-02,4.9,On Time
ACT-00859,Lean Concrete,A1,U00,E,Civil,Construction,1,2025-05-30,2025-06-03,4,5,0,9,Vendor_B,0.2,Unit Price,Spring,Delivered,9,3,0,0,2025-06-05,2.2,On Time
ACT-00860,Reinforcement,A1,U00,E,Civil,Construction,1,2024-07-29,2024-08-17,19,1,1,0,Vendor_A,-1.3,Lump Sum,Summer,Delivered,7,2,0,2,2024-08-21,4.3,On Time
ACT-00861,Formwork,A1,U00,E,Other,Construction,1,2024-03-20,2024-04-10,21,5,0,6,Vendor_E,8.1,Lump Sum,Spring,Delivered,21,2,0,2,2024-04-20,10.3,Mild
ACT-00862,Concrete,A1,U00,E,Civil,Construction,1,2025-03-05,2025-03-28,23,3,0,2,Vendor_A,-2.2,Lump Sum,Spring,Delivered,5,2,1,0,2025-03-27,-1.3,On Time
ACT-00863,Backfilling,A1,U00,E,Other,Construction,1,2024-06-04,2024-06-15,11,5,0,9,Vendor_G,16.4,Lump Sum,Summer,Delivered,21,0,1,2,2024-07-01,15.5,Moderate
ACT-00864,Excavation,A1,U00,---,Civil,Construction,1,2025-01-27,2025-02-23,27,5,0,3,Vendor_C,3.5,Lump Sum,Winter,Delivered,19,1,0,0,2025-03-08,13.2,Moderate
ACT-00865,Lean Concrete,A1,U00,---,Civil,Construction,1,2025-05-23,2025-05-28,5,3,0,3,Vendor_A,0.4,Unit Price,Spring,Ordered,21,1,0,1,2025-05-31,3.0,On Time
ACT-00866,Reinforcement,A1,U00,---,Civil,Construction,1,2024-11-28,2024-12-04,6,5,1,0,Vendor_A,0.5,Unit Price,Autumn,In Transit,12,3,0,1,2024-12-10,5.5,Mild
ACT-00867,Formwork Installation,A1,U00,---,Other,Installation,1,2025-04-24,2025-05-01,7,5,0,13,Vendor_B,-0.4,Lump Sum,Spring,Delivered,12,0,0,1,2025-04-28,-2.9,On Time
ACT-00868,Concrete Pouring,A1,U00,---,Civil,Construction,1,2024-05-15,2024-05-28,13,4,1,0,Vendor_E,9.2,Lump Sum,Spring,Delivered,17,2,2,0,2024-06-12,15.4,Moderate
ACT-00869,Backfilling,A1,U00,---,Other,Construction,1,2025-05-20,2025-05-22,2,2,1,0,Vendor_E,7.4,Lump Sum,Spring,Delivered,19,2,0,2,2025-06-02,11.0,Mild
ACT-00870,Excavation,A1,U00,---,Civil,Construction,1,2024-05-16,2024-06-13,28,1,1,0,Vendor_B,0.9,Lump Sum,Spring,Delivered,17,0,1,0,2024-06-13,-0.0,On Time
ACT-00871,Lean Concrete,A1,U00,---,Civil,Construction,1,2024-05-15,2024-05-21,6,4,0,5,Vendor_D,4.5,Lump Sum,Spring,Delivered,5,0,2,1,2024-05-26,4.9,On Time
ACT-00872,Reinforcement,A1,U00,---,Civil,Construction,1,2025-05-04,2025-05-10,6,6,1,0,Vendor_A,-1.6,Unit Price,Spring,Delivered,10,0,0,2,2025-05-12,2.5,On Time
ACT-00873,Formwork Installation,A1,U00,---,Other,Installation,1,2024-11-09,2024-11-20,11,2,0,9,Vendor_A,-0.8,Unit Price,Autumn,Delivered,4,1,0,1,2024-11-19,-1.0,On Time
ACT-00874,Concrete Pouring,A1,U00,---,Civil,Construction,1,2025-03-21,2025-03-25,4,5,0,9,Vendor_D,5.3,Lump Sum,Spring,Delivered,22,4,0,1,2025-04-02,7.6,Mild
ACT-00875,Backfilling,A1,U00,---,Other,Construction,1,2025-03-23,2025-03-25,2,2,0,15,Vendor_E,8.1,Unit Price,Spring,Delivered,8,3,0,0,2025-04-03,9.3,Mild
ACT-00876,Excavation,A1,U00,---,Civil,Construction,1,2024-12-29,2025-01-03,5,6,0,2,Vendor_G,16.4,Lump Sum,Winter,Ordered,19,0,1,1,2025-01-29,25.7,Severe
ACT-00877,Lean Concrete,A1,U00,---,Civil,Construction,1,2024-04-26,2024-05-03,7,4,0,11,Vendor_C,1.2,Time & Material,Spring,Delivered,15,4,0,0,2024-05-03,-0.1,On Time
ACT-00878,Reinforcement,A1,U00,---,Civil,Construction,1,2025-01-22,2025-01-29,7,6,0,12,Vendor_A,-1.2,Unit Price,Winter,Delivered,19,3,0,1,2025-02-06,8.3,Mild
ACT-00879,Formwork Installation,A1,U00,---,Other,Installation,1,2024-02-18,2024-03-03,14,6,0,4,Vendor_G,16.3,Unit Price,Winter,Delivered,5,2,0,1,2024-03-26,23.3,Severe
ACT-00880,Concrete Pouring,A1,U00,---,Civil,Construction,1,2024-05-02,2024-05-08,6,2,0,17,Vendor_C,0.4,Unit Price,Spring,Delivered,11,1,1,1,2024-05-11,2.9,On Time
ACT-00881,Backfilling,A1,U00,---,Other,Construction,1,2024-12-27,2025-01-07,11,6,1,0,Vendor_C,2.6,Lump Sum,Winter,Delivered,7,1,0,0,2025-01-13,6.4,Mild
ACT-00882,Excavation,A1,U00,B,Civil,Construction,1,2025-05-19,2025-06-10,22,5,1,0,Vendor_F,11.4,Time & Material,Spring,Ordered,16,3,1,0,2025-07-04,23.9,Severe
ACT-00883,Lean Concrete,A1,U00,B,Civil,Construction,1,2025-03-06,2025-03-16,10,1,0,1,Vendor_D,5.9,Unit Price,Spring,Delivered,22,0,0,0,2025-03-21,5.4,Mild
ACT-00884,Reinforcement,A1,U00,B,Civil,Construction,1,2024-07-12,2024-08-01,20,5,1,0,Vendor_B,0.1,Unit Price,Summer,Ordered,18,1,0,1,2024-08-09,7.6,Mild
ACT-00885,Embedded,A1,U00,B,Other,Construction,1,2025-04-03,2025-04-08,5,5,1,0,Vendor_D,4.4,Unit Price,Spring,Delivered,7,1,0,1,2025-04-15,6.8,Mild
ACT-00886,Formwork,A1,U00,B,Other,Construction,1,2025-06-19,2025-06-23,4,5,0,10,Vendor_D,4.5,Lump Sum,Summer,Delivered,18,1,1,2,2025-06-29,5.9,Mild
ACT-00887,Concrete Pouring,A1,U00,B,Civil,Construction,1,2024-07-12,2024-07-17,5,2,0,7,Vendor_F,11.7,Unit Price,Summer,Not Ordered,12,1,1,2,2024-08-10,24.1,Severe
ACT-00888,Concrete Curing,A1,U00,B,Civil,Construction,1,2024-04-24,2024-05-02,8,6,0,5,Vendor_B,0.1,Time & Material,Spring,Delivered,5,4,2,2,2024-05-09,7.2,Mild
ACT-00889,Excavation,A1,U00,D,Civil,Construction,1,2024-04-30,2024-05-14,14,5,0,7,Vendor_D,5.7,Lump Sum,Spring,Ordered,16,3,1,2,2024-05-28,14.4,Moderate
ACT-00890,Lean Concrete,A1,U00,D,Civil,Construction,1,2024-08-18,2024-09-04,17,2,0,1,Vendor_G,15.8,Lump Sum,Summer,In Transit,11,1,0,0,2024-09-21,16.8,Moderate
ACT-00891,Reinforcement,A1,U00,D,Civil,Construction,1,2024-02-12,2024-02-26,14,2,0,3,Vendor_A,-0.8,Lump Sum,Winter,Delivered,15,0,1,1,2024-03-02,5.2,Mild
ACT-00892,Embedded,A1,U00,D,Other,Construction,1,2024-10-04,2024-10-21,17,3,0,17,Vendor_B,-0.2,Lump Sum,Autumn,Ordered,19,1,1,1,2024-10-23,1.7,On Time
ACT-00893,Formwork,A1,U00,D,Other,Construction,1,2025-02-13,2025-03-05,20,5,0,2,Vendor_B,-0.7,Lump Sum,Winter,Delivered,20,3,0,1,2025-03-12,6.8,Mild
ACT-00894,Concrete Pouring,A1,U00,D,Civil,Construction,1,2024-10-27,2024-11-13,17,4,0,6,Vendor_E,7.4,Time & Material,Autumn,Delivered,22,1,0,1,2024-11-23,10.4,Mild
ACT-00895,Concrete Curing,A1,U00,D,Civil,Construction,1,2025-06-21,2025-06-29,8,2,1,0,Vendor_F,10.1,Unit Price,Summer,Delivered,24,2,1,0,2025-07-10,11.1,Moderate
ACT-00896,Excavation,A1,U00,A,Civil,Construction,1,2024-09-20,2024-09-27,7,5,0,2,Vendor_B,-0.5,Unit Price,Autumn,Delivered,9,3,0,2,2024-09-28,1.4,On Time
ACT-00897,Lean Concrete,A1,U00,A,Civil,Construction,1,2024-01-22,2024-01-29,7,4,0,4,Vendor_B,0.5,Time & Material,Winter,In Transit,24,1,0,1,2024-02-06,8.4,Mild
ACT-00898,Reinforcement,A1,U00,A,Civil,Construction,1,2024-09-24,2024-09-26,2,1,0,7,Vendor_F,9.7,Unit Price,Autumn,In Transit,22,2,1,1,2024-10-09,13.3,Moderate
ACT-00899,Embedded,A1,U00,A,Other,Construction,1,2025-05-31,2025-06-03,3,4,0,18,Vendor_A,-1.3,Lump Sum,Spring,Delivered,11,1,1,1,2025-06-06,2.7,On Time
ACT-00900,Formwork,A1,U00,A,Other,Construction,1,2024-03-06,2024-03-22,16,2,0,14,Vendor_B,0.5,Lump Sum,Spring,Delivered,24,1,1,0,2024-03-23,1.3,On Time
ACT-00901,Concrete Pouring,A1,U00,A,Civil,Construction,1,2024-05-14,2024-05-24,10,2,0,2,Vendor_E,8.6,Lump Sum,Spring,Delivered,12,1,0,2,2024-06-03,10.1,Mild
ACT-00902,Concrete Curing,A1,U00,A,Civil,Construction,1,2025-02-04,2025-02-07,3,2,0,19,Vendor_A,-1.1,Lump Sum,Winter,In Transit,16,1,1,0,2025-02-08,1.2,On Time
ACT-00903,Backfilling,A1,U00,A,Other,Construction,1,2024-06-21,2024-07-18,27,6,1,0,Vendor_F,11.4,Unit Price,Summer,Ordered,14,2,1,0,2024-08-06,19.3,Severe
ACT-00904,Excavation,A1,U00,E,Civil,Construction,1,2025-03-03,2025-03-04,1,3,0,15,Vendor_C,0.7,Unit Price,Spring,Ordered,22,1,0,0,2025-03-08,3.9,On Time
ACT-00905,Lean Concrete,A1,U00,E,Civil,Construction,1,2024-08-28,2024-10-05,38,4,0,1,Vendor_C,0.8,Lump Sum,Summer,Delivered,8,2,0,2,2024-10-03,-1.6,On Time
ACT-00906,Reinforcement,A1,U00,E,Civil,Construction,1,2025-03-19,2025-04-02,14,6,1,0,Vendor_A,-0.1,Lump Sum,Spring,Delivered,19,2,1,1,2025-04-07,4.9,On Time
ACT-00907,Embedded,A1,U00,E,Other,Construction,1,2024-11-07,2024-11-08,1,5,1,0,Vendor_E,6.8,Lump Sum,Autumn,Delivered,15,0,0,0,2024-11-16,7.6,Mild
ACT-00908,Formwork,A1,U00,E,Other,Construction,1,2024-02-28,2024-03-20,21,5,0,14,Vendor_F,10.0,Lump Sum,Winter,In Transit,13,1,0,0,2024-04-05,15.5,Moderate
ACT-00909,Concrete Pouring,A1,U00,E,Civil,Construction,1,2024-08-10,2024-08-18,8,2,1,0,Vendor_E,6.5,Lump Sum,Summer,Delivered,15,2,0,1,2024-08-24,6.0,Mild
ACT-00910,Concrete Curing,A1,U00,E,Civil,Construction,1,2024-07-12,2024-07-14,2,4,0,14,Vendor_B,0.2,Time & Material,Summer,Ordered,23,3,0,0,2024-07-19,5.4,Mild
ACT-00911,Backfilling,A1,U00,E,Other,Construction,1,2025-03-27,2025-04-14,18,6,0,0,Vendor_E,8.1,Lump Sum,Spring,Delivered,6,2,2,2,2025-04-25,11.4,Moderate
ACT-00912,Excavation,A1,U00,B,Civil,Construction,1,2024-12-17,2024-12-20,3,1,0,2,Vendor_C,-0.2,Time & Material,Winter,Delivered,24,1,1,2,2024-12-28,8.0,Mild
ACT-00913,Lean Concrete,A1,U00,B,Civil,Construction,1,2025-03-09,2025-03-18,9,4,0,14,Vendor_F,13.6,Unit Price,Spring,Ordered,9,0,0,1,2025-04-08,20.7,Severe
ACT-00914,Reinforcement,A1,U00,B,Civil,Construction,1,2024-08-02,2024-08-13,11,5,0,2,Vendor_C,2.1,Unit Price,Summer,In Transit,19,4,0,1,2024-08-18,5.3,Mild
ACT-00915,Embedded,A1,U00,B,Other,Construction,1,2025-01-22,2025-02-04,13,2,0,12,Vendor_B,-0.4,Unit Price,Winter,In Transit,21,0,1,1,2025-02-07,2.7,On Time
ACT-00916,Formwork,A1,U00,B,Other,Construction,1,2024-02-19,2024-03-10,20,4,0,17,Vendor_A,-1.2,Lump Sum,Winter,Delivered,14,1,0,1,2024-03-11,1.3,On Time
ACT-00917,Concrete Pouring,A1,U00,B,Civil,Construction,1,2024-02-03,2024-02-09,6,3,0,4,Vendor_B,-0.5,Unit Price,Winter,Delivered,8,0,0,0,2024-02-16,7.3,Mild
ACT-00918,Concrete Curing,A1,U00,B,Civil,Construction,1,2024-06-18,2024-06-28,10,2,0,9,Vendor_D,4.7,Lump Sum,Summer,In Transit,22,0,1,0,2024-07-04,5.6,Mild
ACT-00919,Backfillling,A1,U00,B,Other,Construction,1,2025-03-07,2025-03-15,8,3,0,7,Vendor_A,-1.8,Time & Material,Spring,Delivered,13,1,2,0,2025-03-18,3.2,On Time
ACT-00920,Stabilization,A1,U00,B,Other,Construction,1,2024-10-29,2024-11-07,9,6,0,16,Vendor_A,-0.9,Unit Price,Autumn,In Transit,10,3,1,0,2024-11-09,2.1,On Time
ACT-00921,Stabilization Curing,A1,U00,B,Other,Construction,1,2024-08-22,2024-08-30,8,2,0,7,Vendor_C,1.5,Time & Material,Summer,Delivered,22,0,1,0,2024-08-30,-0.4,On Time
ACT-00922,Gravel Filling,A1,U00,B,Civil,Construction,1,2025-05-13,2025-05-25,12,5,0,8,Vendor_B,1.1,Time & Material,Spring,Not Ordered,12,1,0,1,2025-06-04,9.5,Mild
ACT-00923,Stabilization,A1,U00,A,Other,Construction,1,2024-10-09,2024-12-01,53,1,1,0,Vendor_C,3.7,Lump Sum,Autumn,Delivered,21,0,0,1,2024-12-07,5.5,Mild
ACT-00924,Stabilization Curing,A1,U00,A,Other,Construction,1,2024-12-11,2024-12-12,1,4,0,21,Vendor_C,1.3,Time & Material,Winter,Delivered,10,2,0,0,2024-12-21,8.8,Mild
ACT-00925,Gravel Filling,A1,U00,A,Civil,Construction,1,2025-06-30,2025-07-05,5,6,0,14,Vendor_E,7.5,Lump Sum,Summer,Delivered,15,3,1,2,2025-07-16,10.9,Mild
ACT-00926,Stabilization,A1,U00,C,Other,Construction,1,2024-10-23,2024-11-10,18,4,0,0,Vendor_G,16.7,Unit Price,Autumn,Not Ordered,7,3,0,0,2024-12-02,21.9,Severe
ACT-00927,Stabilization Curing,A1,U00,C,Other,Construction,1,2025-03-13,2025-03-17,4,2,0,9,Vendor_B,1.7,Unit Price,Spring,Delivered,19,0,0,0,2025-03-18,1.1,On Time
ACT-00928,Gravel Filling,A1,U00,C,Civil,Construction,1,2024-08-25,2024-09-03,9,6,0,4,Vendor_G,16.4,Lump Sum,Summer,Delivered,21,2,1,1,2024-09-23,19.6,Severe
ACT-00929,Stabilization,A1,U00,D,Other,Construction,1,2024-02-03,2024-02-15,12,1,1,0,Vendor_B,-0.3,Lump Sum,Winter,Delivered,21,2,0,0,2024-02-18,3.2,On Time
ACT-00930,Stabilization Curing,A1,U00,D,Other,Construction,1,2025-04-09,2025-04-14,5,1,0,15,Vendor_E,6.3,Time & Material,Spring,Delivered,6,1,0,0,2025-04-20,6.4,Mild
ACT-00931,Gravel Filling,A1,U00,D,Civil,Construction,1,2025-06-07,2025-06-14,7,6,0,6,Vendor_E,7.8,Lump Sum,Summer,Delivered,8,4,0,0,2025-07-01,16.7,Moderate
ACT-00932,Stabilization,A1,U00,E,Other,Construction,1,2024-09-05,2024-09-15,10,5,0,6,Vendor_A,-0.3,Lump Sum,Autumn,Not Ordered,16,1,0,0,2024-09-26,11.0,Mild
ACT-00933,Stabilization Curing,A1,U00,E,Other,Construction,1,2024-10-12,2024-10-18,6,3,0,4,Vendor_E,8.0,Lump Sum,Autumn,Delivered,21,0,0,1,2024-10-27,9.1,Mild
ACT-00934,Gravel Filling,A1,U00,E,Civil,Construction,1,2024-08-31,2024-09-11,11,4,0,4,Vendor_F,11.6,Unit Price,Summer,Delivered,20,2,0,0,2024-09-27,15.6,Moderate
ACT-00935,Stabilization (Axis 33-35),A1,U00,F,Other,Construction,1,2025-07-06,2025-07-31,25,2,1,0,Vendor_G,14.7,Time & Material,Summer,In Transit,13,0,2,0,2025-08-23,22.6,Severe
ACT-00936,Stabilization Curing (Axis 33-35),A1,U00,F,Other,Construction,1,2025-05-16,2025-05-20,4,1,0,8,Vendor_E,6.9,Lump Sum,Spring,In Transit,19,0,0,0,2025-05-29,9.3,Mild
ACT-00937,Gravel Filling (Axis 33-35),A1,U00,F,Civil,Construction,1,2024-02-06,2024-02-22,16,4,0,3,Vendor_E,7.3,Unit Price,Winter,Not Ordered,16,2,0,0,2024-03-14,21.3,Severe
ACT-00938,Lean Concrete - Zone B,A1,U00,B,Civil,Construction,1,2025-03-10,2025-03-14,4,4,0,4,Vendor_A,-0.8,Time & Material,Spring,In Transit,8,0,0,0,2025-03-14,0.5,On Time
ACT-00939,Lean Concrete - Zone A,A1,U00,A,Civil,Construction,1,2024-12-04,2024-12-14,10,4,0,1,Vendor_A,-0.7,Lump Sum,Winter,Delivered,16,1,0,3,2024-12-22,7.9,Mild
ACT-00940,Lean Concrete - Zone C,A1,U00,C,Civil,Construction,1,2024-01-28,2024-02-03,6,6,0,2,Vendor_B,0.8,Unit Price,Winter,Not Ordered,9,2,1,0,2024-02-15,11.8,Moderate
ACT-00941,Lean Concrete - Zone D,A1,U00,D,Civil,Construction,1,2024-09-11,2024-09-19,8,1,0,11,Vendor_D,2.5,Lump Sum,Autumn,In Transit,13,2,0,1,2024-09-25,6.5,Mild
ACT-00942,Lean Concrete -Zone E,A1,U00,E,Civil,Construction,1,2024-04-04,2024-05-20,46,5,1,0,Vendor_C,0.7,Time & Material,Spring,Delivered,11,2,0,0,2024-05-25,5.1,Mild
ACT-00943,Lean Concrete - Axis A-B 09-23,A1,U00,---,Civil,Construction,1,2025-04-30,2025-05-12,12,4,0,11,Vendor_D,4.6,Unit Price,Spring,Delivered,23,2,0,1,2025-05-20,7.6,Mild
ACT-00944,Lean Concrete - CargoLift,A1,U00,---,Civil,Construction,1,2024-01-21,2024-02-19,29,1,1,0,Vendor_C,2.2,Unit Price,Winter,Not Ordered,16,1,0,0,2024-03-10,20.1,Severe
ACT-00945,Lean Concrete - G_H-1 / Axis 4-15,A1,U00,---,Civil,Construction,1,2025-04-30,2025-05-11,11,1,0,0,Vendor_E,7.3,Lump Sum,Spring,Delivered,5,2,0,1,2025-05-22,10.9,Mild
